year,category,film,nominee,character_name,is_winner
1996,Actor -- Leading Role,The People vs. Larry Flynt,Woody Harrelson,Larry Flynt,FALSE
1996,Actor -- Leading Role,Shine,Geoffrey Rush,David Helfgott,TRUE
1996,Actor -- Leading Role,Sling Blade,Billy Bob Thornton,Karl Childers,FALSE
1996,Actor -- Supporting Role,,Cuba Gooding,,Jerry Maguire {'Rod Tidwell'}
1996,Actor -- Supporting Role,Fargo,William H. Macy,Jerry Lundegaard,FALSE
1996,Actor -- Supporting Role,Shine,Armin Mueller-Stahl,Peter Helfgott,FALSE
1996,Actor -- Supporting Role,Primal Fear,Edward Norton,Aaron Stampler,FALSE
1996,Actor -- Supporting Role,Ghosts of Mississippi,James Woods,Byron De La Beckwith,FALSE
1996,Actress -- Leading Role,Secrets & Lies,Brenda Blethyn,Cynthia,FALSE
1996,Actress -- Leading Role,Marvin's Room,Diane Keaton,Bessie,FALSE
1996,Actress -- Leading Role,Fargo,Frances McDormand,Marge Gunderson,TRUE
1996,Actress -- Leading Role,The English Patient,Kristin Scott Thomas,Katharine Clifton,FALSE
1996,Actress -- Leading Role,Breaking the Waves,Emily Watson,Bess,FALSE
1996,Actress -- Supporting Role,The Crucible,Joan Allen,Elizabeth Proctor,FALSE
1996,Actress -- Supporting Role,The Mirror Has Two Faces,Lauren Bacall,Hannah Morgan,FALSE
1996,Actress -- Supporting Role,The English Patient,Juliette Binoche,Hana,TRUE
1996,Actress -- Supporting Role,The Portrait of a Lady,Barbara Hershey,Madame Serena Merle,FALSE
1996,Actress -- Supporting Role,Secrets & Lies,Marianne Jean-Baptiste,Hortense,FALSE
1996,Directing,The English Patient,"",,TRUE
1996,Directing,Fargo,"",,FALSE
1996,Directing,The People vs. Larry Flynt,"",,FALSE
1996,Directing,Secrets & Lies,"",,FALSE
1996,Directing,Shine,"",,FALSE
1995,Actor -- Leading Role,Leaving Las Vegas,Nicolas Cage,Ben Sanderson,TRUE
1995,Actor -- Leading Role,Mr. Holland's Opus,Richard Dreyfuss,Glenn Holland,FALSE
1995,Actor -- Leading Role,Nixon,Anthony Hopkins,Richard Nixon,FALSE
1995,Actor -- Leading Role,Dead Man Walking,Sean Penn,Matthew Poncelet,FALSE
1995,Actor -- Leading Role,The Postman (Il Postino),Massimo Troisi,Mario,FALSE
1995,Actor -- Supporting Role,Babe,James Cromwell,Farmer Hoggett,FALSE
1995,Actor -- Supporting Role,Apollo 13,Ed Harris,Gene Kranz,FALSE
1995,Actor -- Supporting Role,12 Monkeys,Brad Pitt,Jeffrey Goines,FALSE
1995,Actor -- Supporting Role,Rob Roy,Tim Roth,Archibald Cunningham,FALSE
1995,Actor -- Supporting Role,The Usual Suspects,Kevin Spacey,Roger 'Verbal' Kint,TRUE
1995,Actress -- Leading Role,Dead Man Walking,Susan Sarandon,Sister Helen Prejean,TRUE
1995,Actress -- Leading Role,Leaving Las Vegas,Elisabeth Shue,Sera,FALSE
1995,Actress -- Leading Role,Casino,Sharon Stone,Ginger McKenna,FALSE
1995,Actress -- Leading Role,The Bridges of Madison County,Meryl Streep,Francesca Johnson,FALSE
1995,Actress -- Leading Role,Sense and Sensibility,Emma Thompson,Elinor Dashwood,FALSE
1995,Actress -- Supporting Role,Nixon,Joan Allen,Pat Nixon,FALSE
1995,Actress -- Supporting Role,Apollo 13,Kathleen Quinlan,Marilyn Lovell,FALSE
1995,Actress -- Supporting Role,Mighty Aphrodite,Mira Sorvino,Linda,TRUE
1995,Actress -- Supporting Role,Georgia,Mare Winningham,Georgia,FALSE
1995,Actress -- Supporting Role,Sense and Sensibility,Kate Winslet,Marianne Dashwood,FALSE
1995,Directing,Babe,"",,FALSE
1995,Directing,Braveheart,"",,TRUE
1995,Directing,Dead Man Walking,"",,FALSE
1995,Directing,Leaving Las Vegas,"",,FALSE
1995,Directing,The Postman (Il Postino),"",,FALSE
1994,Actor -- Leading Role,The Shawshank Redemption,Morgan Freeman,Red,FALSE
1994,Actor -- Leading Role,Forrest Gump,Tom Hanks,Forrest Gump,TRUE
1994,Actor -- Leading Role,The Madness of King George,Nigel Hawthorne,King George III,FALSE
1994,Actor -- Leading Role,Nobody's Fool,Paul Newman,Sully,FALSE
1994,Actor -- Leading Role,Pulp Fiction,John Travolta,Vincent Vega,FALSE
1994,Actor -- Supporting Role,Pulp Fiction,Samuel L. Jackson,Jules Winnfield,FALSE
1994,Actor -- Supporting Role,Ed Wood,Martin Landau,Bela Lugosi,TRUE
1994,Actor -- Supporting Role,Bullets over Broadway,Chazz Palminteri,Cheech,FALSE
1994,Actor -- Supporting Role,Quiz Show,Paul Scofield,Mark Van Doren,FALSE
1994,Actor -- Supporting Role,Forrest Gump,Gary Sinise,Lieutenant Dan,FALSE
1994,Actress -- Leading Role,Nell,Jodie Foster,Nell,FALSE
1994,Actress -- Leading Role,Blue Sky,Jessica Lange,Carly Marshall,TRUE
1994,Actress -- Leading Role,Tom & Viv,Miranda Richardson,Viv,FALSE
1994,Actress -- Leading Role,Little Women,Winona Ryder,Jo March,FALSE
1994,Actress -- Leading Role,The Client,Susan Sarandon,Reggie Love,FALSE
1994,Actress -- Supporting Role,Tom & Viv,Rosemary Harris,Rose Haigh-Wood,FALSE
1994,Actress -- Supporting Role,The Madness of King George,Helen Mirren,Queen Charlotte,FALSE
1994,Actress -- Supporting Role,Pulp Fiction,Uma Thurman,Mia,FALSE
1994,Actress -- Supporting Role,Bullets over Broadway,Jennifer Tilly,Olive Neal,FALSE
1994,Actress -- Supporting Role,Bullets over Broadway,Dianne Wiest,Helen Sinclair,TRUE
1994,Directing,Bullets over Broadway,"",,FALSE
1994,Directing,Forrest Gump,"",,TRUE
1994,Directing,Pulp Fiction,"",,FALSE
1994,Directing,Quiz Show,"",,FALSE
1994,Directing,Red,"",,FALSE
1993,Actor -- Leading Role,In the Name of the Father,Daniel Day-Lewis,Gerry Conlon,FALSE
1993,Actor -- Leading Role,What's Love Got to Do with It,Laurence Fishburne,Ike Turner,FALSE
1993,Actor -- Leading Role,Philadelphia,Tom Hanks,Andrew Beckett,TRUE
1993,Actor -- Leading Role,The Remains of the Day,Anthony Hopkins,Mr. Stevens,FALSE
1993,Actor -- Leading Role,Schindler's List,Liam Neeson,Oskar Schindler,FALSE
1993,Actor -- Supporting Role,What's Eating Gilbert Grape,Leonardo DiCaprio,Arnie Grape,FALSE
1993,Actor -- Supporting Role,Schindler's List,Ralph Fiennes,Amon Goeth,FALSE
1993,Actor -- Supporting Role,The Fugitive,Tommy Lee Jones,Samuel Gerard,TRUE
1993,Actor -- Supporting Role,In the Line of Fire,John Malkovich,Mitch Leary,FALSE
1993,Actor -- Supporting Role,In the Name of the Father,Pete Postlethwaite,Giuseppe Conlon,FALSE
1993,Actress -- Leading Role,What's Love Got to Do with It,Angela Bassett,Tina Turner,FALSE
1993,Actress -- Leading Role,Six Degrees of Separation,Stockard Channing,Ouisa Kittredge,FALSE
1993,Actress -- Leading Role,The Piano,Holly Hunter,Ada,TRUE
1993,Actress -- Leading Role,The Remains of the Day,Emma Thompson,Miss Kenton,FALSE
1993,Actress -- Leading Role,Shadowlands,Debra Winger,Joy Gresham,FALSE
1993,Actress -- Supporting Role,The Firm,Holly Hunter,Tammy Hemphill,FALSE
1993,Actress -- Supporting Role,The Piano,Anna Paquin,Flora,TRUE
1993,Actress -- Supporting Role,Fearless,Rosie Perez,Carla Rodrigo,FALSE
1993,Actress -- Supporting Role,The Age of Innocence,Winona Ryder,May Welland,FALSE
1993,Actress -- Supporting Role,In the Name of the Father,Emma Thompson,Gareth Peirce,FALSE
1993,Directing,In the Name of the Father,"",,FALSE
1993,Directing,The Piano,"",,FALSE
1993,Directing,The Remains of the Day,"",,FALSE
1993,Directing,Schindler's List,"",,TRUE
1993,Directing,Short Cuts,"",,FALSE
1992,Actor -- Leading Role,,Robert Downey,,Chaplin {'Charles Chaplin'}
1992,Actor -- Leading Role,Unforgiven,Clint Eastwood,Bill Munny,FALSE
1992,Actor -- Leading Role,Scent of a Woman,Al Pacino,Lt. Col. Frank Slade,TRUE
1992,Actor -- Leading Role,The Crying Game,Stephen Rea,Fergus,FALSE
1992,Actor -- Leading Role,Malcolm X,Denzel Washington,Malcolm X,FALSE
1992,Actor -- Supporting Role,The Crying Game,Jaye Davidson,Dil,FALSE
1992,Actor -- Supporting Role,Unforgiven,Gene Hackman,Little Bill Daggett,TRUE
1992,Actor -- Supporting Role,A Few Good Men,Jack Nicholson,Col. Nathan R. Jessep,FALSE
1992,Actor -- Supporting Role,Glengarry Glen Ross,Al Pacino,Ricky Roma,FALSE
1992,Actor -- Supporting Role,Mr. Saturday Night,David Paymer,Stan,FALSE
1992,Actress -- Leading Role,Indochine,Catherine Deneuve,Eliane,FALSE
1992,Actress -- Leading Role,Passion Fish,Mary McDonnell,May-Alice,FALSE
1992,Actress -- Leading Role,Love Field,Michelle Pfeiffer,Lurene Hallett,FALSE
1992,Actress -- Leading Role,Lorenzo's Oil,Susan Sarandon,Michaela Odone,FALSE
1992,Actress -- Leading Role,Howards End,Emma Thompson,Margaret Schlegel,TRUE
1992,Actress -- Supporting Role,Husbands and Wives,Judy Davis,Sally,FALSE
1992,Actress -- Supporting Role,Enchanted April,Joan Plowright,Mrs. Fisher,FALSE
1992,Actress -- Supporting Role,Howards End,Vanessa Redgrave,Ruth Wilcox,FALSE
1992,Actress -- Supporting Role,Damage,Miranda Richardson,Ingrid,FALSE
1992,Actress -- Supporting Role,My Cousin Vinny,Marisa Tomei,Mona Lisa Vito,TRUE
1992,Directing,The Crying Game,"",,FALSE
1992,Directing,Howards End,"",,FALSE
1992,Directing,The Player,"",,FALSE
1992,Directing,Scent of a Woman,"",,FALSE
1992,Directing,Unforgiven,"",,TRUE
1991,Actor -- Leading Role,Bugsy,Warren Beatty,Bugsy Siegel,FALSE
1991,Actor -- Leading Role,Cape Fear,Robert De Niro,Max Cady,FALSE
1991,Actor -- Leading Role,The Silence of the Lambs,Anthony Hopkins,Dr. Hannibal Lecter,TRUE
1991,Actor -- Leading Role,The Prince of Tides,Nick Nolte,Tom Wingo,FALSE
1991,Actor -- Leading Role,The Fisher King,Robin Williams,Parry,FALSE
1991,Actor -- Supporting Role,JFK,Tommy Lee Jones,Clay Shaw,FALSE
1991,Actor -- Supporting Role,Bugsy,Harvey Keitel,Mickey Cohen,FALSE
1991,Actor -- Supporting Role,Bugsy,Ben Kingsley,Meyer Lansky,FALSE
1991,Actor -- Supporting Role,Barton Fink,Michael Lerner,Jack Lipnick,FALSE
1991,Actor -- Supporting Role,City Slickers,Jack Palance,Curly,TRUE
1991,Actress -- Leading Role,Thelma & Louise,Geena Davis,Thelma,FALSE
1991,Actress -- Leading Role,Rambling Rose,Laura Dern,Rose,FALSE
1991,Actress -- Leading Role,The Silence of the Lambs,Jodie Foster,Clarice Starling,TRUE
1991,Actress -- Leading Role,For the Boys,Bette Midler,Dixie Leonard,FALSE
1991,Actress -- Leading Role,Thelma & Louise,Susan Sarandon,Louise,FALSE
1991,Actress -- Supporting Role,Rambling Rose,Diane Ladd,Mother,FALSE
1991,Actress -- Supporting Role,Cape Fear,Juliette Lewis,Danielle Bowden,FALSE
1991,Actress -- Supporting Role,The Prince of Tides,Kate Nelligan,Lila Wingo Newbury,FALSE
1991,Actress -- Supporting Role,The Fisher King,Mercedes Ruehl,Anne,TRUE
1991,Actress -- Supporting Role,Fried Green Tomatoes,Jessica Tandy,Ninny Threadgoode,FALSE
1991,Directing,Boyz N the Hood,"",,FALSE
1991,Directing,Bugsy,"",,FALSE
1991,Directing,JFK,"",,FALSE
1991,Directing,The Silence of the Lambs,"",,TRUE
1991,Directing,Thelma & Louise,"",,FALSE
1990,Actor -- Leading Role,Dances With Wolves,Kevin Costner,Lieutenant Dunbar,FALSE
1990,Actor -- Leading Role,Awakenings,Robert De Niro,Leonard Lowe,FALSE
1990,Actor -- Leading Role,Cyrano de Bergerac,Gerard Depardieu,Cyrano de Bergerac,FALSE
1990,Actor -- Leading Role,The Field,Richard Harris,Bull McCabe,FALSE
1990,Actor -- Leading Role,Reversal of Fortune,Jeremy Irons,Claus Von Bulow,TRUE
1990,Actor -- Supporting Role,Longtime Companion,Bruce Davison,David,FALSE
1990,Actor -- Supporting Role,,Andy Garcia,, Part III {'Vincent Mancini'}
1990,Actor -- Supporting Role,Dances With Wolves,Graham Greene,Kicking Bird,FALSE
1990,Actor -- Supporting Role,Dick Tracy,Al Pacino,Big Boy Caprice,FALSE
1990,Actor -- Supporting Role,Good Fellas,Joe Pesci,Tommy DeVito,TRUE
1990,Actress -- Leading Role,Misery,Kathy Bates,Annie Wilkes,TRUE
1990,Actress -- Leading Role,The Grifters,Anjelica Huston,Lilly Dillon,FALSE
1990,Actress -- Leading Role,Pretty Woman,Julia Roberts,Vivian Ward,FALSE
1990,Actress -- Leading Role,Postcards from the Edge,Meryl Streep,Suzanne Vale,FALSE
1990,Actress -- Leading Role,Mr. & Mrs. Bridge,Joanne Woodward,India Bridge,FALSE
1990,Actress -- Supporting Role,The Grifters,Annette Bening,Myra Langtry,FALSE
1990,Actress -- Supporting Role,Good Fellas,Lorraine Bracco,Karen Hill,FALSE
1990,Actress -- Supporting Role,Ghost,Whoopi Goldberg,Oda Mae Brown,TRUE
1990,Actress -- Supporting Role,Wild at Heart,Diane Ladd,Marietta Fortune,FALSE
1990,Actress -- Supporting Role,Dances With Wolves,Mary McDonnell,Stands With A Fist,FALSE
1990,Directing,Dances With Wolves,"",,TRUE
1990,Directing,The Godfather,"",,Francis Ford Coppola
1990,Directing,Good Fellas,"",,FALSE
1990,Directing,The Grifters,"",,FALSE
1990,Directing,Reversal of Fortune,"",,FALSE
1989,Actor -- Leading Role,Henry V,Kenneth Branagh,Henry V,FALSE
1989,Actor -- Leading Role,Born on the Fourth of July,Tom Cruise,Ron Kovic,FALSE
1989,Actor -- Leading Role,My Left Foot,Daniel Day Lewis,Christy Brown,TRUE
1989,Actor -- Leading Role,Driving Miss Daisy,Morgan Freeman,Hoke Colburn,FALSE
1989,Actor -- Leading Role,Dead Poets Society,Robin Williams,John Keating,FALSE
1989,Actor -- Supporting Role,Do the Right Thing,Danny Aiello,Sal,FALSE
1989,Actor -- Supporting Role,Driving Miss Daisy,Dan Aykroyd,Boolie Werthan,FALSE
1989,Actor -- Supporting Role,A Dry White Season,Marlon Brando,McKenzie,FALSE
1989,Actor -- Supporting Role,Crimes and Misdemeanors,Martin Landau,Judah Rosenthal,FALSE
1989,Actor -- Supporting Role,Glory,Denzel Washington,Trip,TRUE
1989,Actress -- Leading Role,Camille Claudel,Isabelle Adjani,Camille Claudel,FALSE
1989,Actress -- Leading Role,Shirley Valentine,Pauline Collins,Shirley Valentine,FALSE
1989,Actress -- Leading Role,Music Box,Jessica Lange,Ann Talbot,FALSE
1989,Actress -- Leading Role,The Fabulous Baker Boys,Michelle Pfeiffer,Susie Diamond,FALSE
1989,Actress -- Leading Role,Driving Miss Daisy,Jessica Tandy,Daisy Werthan,TRUE
1989,Actress -- Supporting Role,My Left Foot,Brenda Fricker,Mrs. Brown,TRUE
1989,Actress -- Supporting Role,,Anjelica Huston,, A Love Story {'Tamara'}
1989,Actress -- Supporting Role,,Lena Olin,, A Love Story {'Masha'}
1989,Actress -- Supporting Role,Steel Magnolias,Julia Roberts,Shelby Eatenton,FALSE
1989,Actress -- Supporting Role,Parenthood,Dianne Wiest,Helen,FALSE
1989,Directing,Born on the Fourth of July,"",,TRUE
1989,Directing,Crimes and Misdemeanors,"",,FALSE
1989,Directing,Dead Poets Society,"",,FALSE
1989,Directing,Henry V,"",,FALSE
1989,Directing,My Left Foot,"",,FALSE
1988,Actor -- Leading Role,Mississippi Burning,Gene Hackman,Anderson,FALSE
1988,Actor -- Leading Role,Big,Tom Hanks,Josh,FALSE
1988,Actor -- Leading Role,Rain Man,Dustin Hoffman,Raymond Babbitt,TRUE
1988,Actor -- Leading Role,Stand and Deliver,Edward James Olmos,Jaime Escalante,FALSE
1988,Actor -- Leading Role,Pelle the Conqueror,Max Von Sydow,Lasse Karlsson,FALSE
1988,Actor -- Supporting Role,Little Dorrit,Alec Guinness,William Dorrit,FALSE
1988,Actor -- Supporting Role,A Fish Called Wanda,Kevin Kline,Otto,TRUE
1988,Actor -- Supporting Role,Tucker The Man and His Dream,Martin Landau,Abe,FALSE
1988,Actor -- Supporting Role,Running on Empty,River Phoenix,Danny Pope,FALSE
1988,Actor -- Supporting Role,Married to the Mob,Dean Stockwell,Tony 'the Tiger' Russo,FALSE
1988,Actress -- Leading Role,Dangerous Liaisons,Glenn Close,Marquise de Merteuil,FALSE
1988,Actress -- Leading Role,The Accused,Jodie Foster,Sarah Tobias,TRUE
1988,Actress -- Leading Role,Working Girl,Melanie Griffith,Tess McGill,FALSE
1988,Actress -- Leading Role,A Cry in the Dark,Meryl Streep,Lindy,FALSE
1988,Actress -- Leading Role,Gorillas in the Mist,Sigourney Weaver,Dian Fossey,FALSE
1988,Actress -- Supporting Role,Working Girl,Joan Cusack,Cyn,FALSE
1988,Actress -- Supporting Role,The Accidental Tourist,Geena Davis,Muriel,TRUE
1988,Actress -- Supporting Role,Mississippi Burning,Frances McDormand,Mrs. Pell,FALSE
1988,Actress -- Supporting Role,Dangerous Liaisons,Michelle Pfeiffer,Madame de Tourvel,FALSE
1988,Actress -- Supporting Role,Working Girl,Sigourney Weaver,Katharine Parker,FALSE
1988,Directing,A Fish Called Wanda,"",,FALSE
1988,Directing,The Last Temptation of Christ,"",,FALSE
1988,Directing,Mississippi Burning,"",,FALSE
1988,Directing,Rain Man,"",,TRUE
1988,Directing,Working Girl,"",,FALSE
1987,Actor -- Leading Role,Wall Street,Michael Douglas,Gordon Gekko,TRUE
1987,Actor -- Leading Role,Broadcast News,William Hurt,Tom Grunick,FALSE
1987,Actor -- Leading Role,Dark Eyes,Marcello Mastroianni,Romano,FALSE
1987,Actor -- Leading Role,Ironweed,Jack Nicholson,Francis Phelan,FALSE
1987,Actor -- Leading Role,,Robin Williams,, Vietnam {'Adrian Cronauer'}
1987,Actor -- Supporting Role,Broadcast News,Albert Brooks,Aaron Altman,FALSE
1987,Actor -- Supporting Role,The Untouchables,Sean Connery,Jim Malone,TRUE
1987,Actor -- Supporting Role,Street Smart,Morgan Freeman,Fast Black,FALSE
1987,Actor -- Supporting Role,Moonstruck,Vincent Gardenia,Cosmo Castorini,FALSE
1987,Actor -- Supporting Role,Cry Freedom,Denzel Washington,Steve Biko,FALSE
1987,Actress -- Leading Role,Moonstruck,Cher,Loretta Castorini,TRUE
1987,Actress -- Leading Role,Fatal Attraction,Glenn Close,Alex Forrest,FALSE
1987,Actress -- Leading Role,Broadcast News,Holly Hunter,Jane Craig,FALSE
1987,Actress -- Leading Role,Anna,Sally Kirkland,Anna,FALSE
1987,Actress -- Leading Role,Ironweed,Meryl Streep,Helen,FALSE
1987,Actress -- Supporting Role,Gaby - A True Story,Norma Aleandro,Florencia,FALSE
1987,Actress -- Supporting Role,Fatal Attraction,Anne Archer,Beth Gallagher,FALSE
1987,Actress -- Supporting Role,Moonstruck,Olympia Dukakis,Rose Castorini,TRUE
1987,Actress -- Supporting Role,Throw Momma from the Train,Anne Ramsey,Momma,FALSE
1987,Actress -- Supporting Role,The Whales of August,Ann Sothern,Tisha Doughty,FALSE
1987,Directing,Fatal Attraction,"",,FALSE
1987,Directing,Hope and Glory,"",,FALSE
1987,Directing,The Last Emperor,"",,TRUE
1987,Directing,Moonstruck,"",,FALSE
1987,Directing,My Life as a Dog,"",,FALSE
1986,Actor -- Leading Role,'Round Midnight,Dexter Gordon,Dale Turner,FALSE
1986,Actor -- Leading Role,Mona Lisa,Bob Hoskins,George,FALSE
1986,Actor -- Leading Role,Children of a Lesser God,William Hurt,James,FALSE
1986,Actor -- Leading Role,The Color of Money,Paul Newman,Eddie Felson,TRUE
1986,Actor -- Leading Role,Salvador,James Woods,Richard Boyle,FALSE
1986,Actor -- Supporting Role,Platoon,Tom Berenger,Sgt. Barnes,FALSE
1986,Actor -- Supporting Role,Hannah and Her Sisters,Michael Caine,Elliot,TRUE
1986,Actor -- Supporting Role,Platoon,Willem Dafoe,Sgt. Elias,FALSE
1986,Actor -- Supporting Role,A Room with a View,Denholm Elliott,Mr. Emerson,FALSE
1986,Actor -- Supporting Role,Hoosiers,Dennis Hopper,Shooter,FALSE
1986,Actress -- Leading Role,The Morning After,Jane Fonda,Alex Sternbergen,FALSE
1986,Actress -- Leading Role,Children of a Lesser God,Marlee Matlin,Sarah,TRUE
1986,Actress -- Leading Role,Crimes of the Heart,Sissy Spacek,Babe Magrath,FALSE
1986,Actress -- Leading Role,Peggy Sue Got Married,Kathleen Turner,Peggy Sue,FALSE
1986,Actress -- Leading Role,Aliens,Sigourney Weaver,Ripley,FALSE
1986,Actress -- Supporting Role,Crimes of the Heart,Tess Harper,Chick Boyle,FALSE
1986,Actress -- Supporting Role,Children of a Lesser God,Piper Laurie,Mrs. Norman,FALSE
1986,Actress -- Supporting Role,The Color of Money,Mary Elizabeth Mastrantonio,Carmen,FALSE
1986,Actress -- Supporting Role,A Room with a View,Maggie Smith,Charlotte Bartlett,FALSE
1986,Actress -- Supporting Role,Hannah and Her Sisters,Dianne Wiest,Holly,TRUE
1986,Directing,Blue Velvet,"",,FALSE
1986,Directing,Hannah and Her Sisters,"",,FALSE
1986,Directing,The Mission,"",,FALSE
1986,Directing,Platoon,"",,TRUE
1986,Directing,A Room with a View,"",,FALSE
1985,Actor -- Leading Role,Witness,Harrison Ford,John Book,FALSE
1985,Actor -- Leading Role,Murphy's Romance,James Garner,Murphy Jones,FALSE
1985,Actor -- Leading Role,Kiss of the Spider Woman,William Hurt,Luis Molina,TRUE
1985,Actor -- Leading Role,Prizzi's Honor,Jack Nicholson,Charley Partanna,FALSE
1985,Actor -- Leading Role,Runaway Train,Jon Voight,Manny,FALSE
1985,Actor -- Supporting Role,Cocoon,Don Ameche,Art Selwyn,TRUE
1985,Actor -- Supporting Role,Out of Africa,Klaus Maria Brandauer,Bror,FALSE
1985,Actor -- Supporting Role,Prizzi's Honor,William Hickey,Don Corrado Prizzi,FALSE
1985,Actor -- Supporting Role,Jagged Edge,Robert Loggia,Sam Ransom,FALSE
1985,Actor -- Supporting Role,Runaway Train,Eric Roberts,Buck,FALSE
1985,Actress -- Leading Role,Agnes of God,Anne Bancroft,Sister Miriam Ruth,FALSE
1985,Actress -- Leading Role,The Color Purple,Whoopi Goldberg,Celie,FALSE
1985,Actress -- Leading Role,Sweet Dreams,Jessica Lange,Patsy Cline,FALSE
1985,Actress -- Leading Role,The Trip to Bountiful,Geraldine Page,Mrs. Watts,TRUE
1985,Actress -- Leading Role,Out of Africa,Meryl Streep,Karen,FALSE
1985,Actress -- Supporting Role,The Color Purple,Margaret Avery,Shug Avery,FALSE
1985,Actress -- Supporting Role,Prizzi's Honor,Anjelica Huston,Maerose Prizzi,TRUE
1985,Actress -- Supporting Role,Twice in a Lifetime,Amy Madigan,Sunny Sobel,FALSE
1985,Actress -- Supporting Role,Agnes of God,Meg Tilly,Sister Agnes,FALSE
1985,Actress -- Supporting Role,The Color Purple,Oprah Winfrey,Sofia,FALSE
1985,Directing,Kiss of the Spider Woman,"",,FALSE
1985,Directing,Out of Africa,"",,TRUE
1985,Directing,Prizzi's Honor,"",,FALSE
1985,Directing,Ran,"",,FALSE
1985,Directing,Witness,"",,FALSE
1984,Actor -- Leading Role,Amadeus,F. Murray Abraham,Antonio Salieri,TRUE
1984,Actor -- Leading Role,Starman,Jeff Bridges,Starman,FALSE
1984,Actor -- Leading Role,Under the Volcano,Albert Finney,Geoffrey Firmin,FALSE
1984,Actor -- Leading Role,Amadeus,Tom Hulce,Wolfgang Amadeus Mozart,FALSE
1984,Actor -- Leading Role,The Killing Fields,Sam Waterston,Sydney Schanberg,FALSE
1984,Actor -- Supporting Role,A Soldier's Story,Adolph Caesar,Sgt. Waters,FALSE
1984,Actor -- Supporting Role,Places in the Heart,John Malkovich,Mr. Will,FALSE
1984,Actor -- Supporting Role,The Karate Kid,Noriyuki 'Pat' Morita,Miyagi,FALSE
1984,Actor -- Supporting Role,The Killing Fields,Haing S. Ngor,Dith Pran,TRUE
1984,Actor -- Supporting Role,,Ralph Richardson,, Lord of the Apes {'The Sixth Earl of Greystoke'}
1984,Actress -- Leading Role,A Passage to India,Judy Davis,Adela Quested,FALSE
1984,Actress -- Leading Role,Places in the Heart,Sally Field,Edna Spalding,TRUE
1984,Actress -- Leading Role,Country,Jessica Lange,Jewell Ivy,FALSE
1984,Actress -- Leading Role,The Bostonians,Vanessa Redgrave,Olive Chancellor,FALSE
1984,Actress -- Leading Role,The River,Sissy Spacek,Mae Garvey,FALSE
1984,Actress -- Supporting Role,A Passage to India,Peggy Ashcroft,Mrs. Moore,TRUE
1984,Actress -- Supporting Role,The Natural,Glenn Close,Iris,FALSE
1984,Actress -- Supporting Role,Places in the Heart,Lindsay Crouse,Margaret Lomax,FALSE
1984,Actress -- Supporting Role,Swing Shift,Christine Lahti,Hazel Zanussi,FALSE
1984,Actress -- Supporting Role,The Pope of Greenwich Village,Geraldine Page,Mrs. Ritter,FALSE
1984,Directing,Amadeus,"",,TRUE
1984,Directing,Broadway Danny Rose,"",,FALSE
1984,Directing,The Killing Fields,"",,FALSE
1984,Directing,A Passage to India,"",,FALSE
1984,Directing,Places in the Heart,"",,FALSE
1983,Actor -- Leading Role,Educating Rita,Michael Caine,Dr. Frank Bryant,FALSE
1983,Actor -- Leading Role,,Tom Conti,, Reuben {'Gowan McGland'}
1983,Actor -- Leading Role,The Dresser,Tom Courtenay,Norman,FALSE
1983,Actor -- Leading Role,Tender Mercies,Robert Duvall,Mac Sledge,TRUE
1983,Actor -- Leading Role,The Dresser,Albert Finney,Sir,FALSE
1983,Actor -- Supporting Role,To Be or Not to Be,Charles Durning,Col. Erhardt,FALSE
1983,Actor -- Supporting Role,Terms of Endearment,John Lithgow,Sam Burns,FALSE
1983,Actor -- Supporting Role,Terms of Endearment,Jack Nicholson,Garrett Breedlove,TRUE
1983,Actor -- Supporting Role,The Right Stuff,Sam Shepard,Chuck Yeager,FALSE
1983,Actor -- Supporting Role,Cross Creek,Rip Torn,Marsh Turner,FALSE
1983,Actress -- Leading Role,Testament,Jane Alexander,Carol Wetherly,FALSE
1983,Actress -- Leading Role,Terms of Endearment,Shirley MacLaine,Aurora Greenway,TRUE
1983,Actress -- Leading Role,Silkwood,Meryl Streep,Karen Silkwood,FALSE
1983,Actress -- Leading Role,Educating Rita,Julie Walters,Rita,FALSE
1983,Actress -- Leading Role,Terms of Endearment,Debra Winger,Emma Horton,FALSE
1983,Actress -- Supporting Role,Silkwood,Cher,Dolly Pelliker,FALSE
1983,Actress -- Supporting Role,The Big Chill,Glenn Close,Sarah,FALSE
1983,Actress -- Supporting Role,The Year of Living Dangerously,Linda Hunt,Billy Kwan,TRUE
1983,Actress -- Supporting Role,Yentl,Amy Irving,Hadaas,FALSE
1983,Actress -- Supporting Role,Cross Creek,Alfre Woodard,Geechee,FALSE
1983,Directing,The Dresser,"",,FALSE
1983,Directing,Fanny & Alexander,"",,FALSE
1983,Directing,Silkwood,"",,FALSE
1983,Directing,Tender Mercies,"",,FALSE
1983,Directing,Terms of Endearment,"",,TRUE
1982,Actor -- Leading Role,Tootsie,Dustin Hoffman,Michael Dorsey/Dorothy Michaels,FALSE
1982,Actor -- Leading Role,Gandhi,Ben Kingsley,Mahatma Gandhi,TRUE
1982,Actor -- Leading Role,Missing,Jack Lemmon,Edmund Horman,FALSE
1982,Actor -- Leading Role,The Verdict,Paul Newman,Frank Galvin,FALSE
1982,Actor -- Leading Role,My Favorite Year,Peter O'Toole,Alan Swann,FALSE
